model,k,x,p_yes,p_no,sum,is_correct,p_err
Qwen/Qwen3-4B-instruct-2507,10,394,3.0589998666123755e-07,0.9999926090786457,0.9999929149786324,False,7.390921354266666e-06
Qwen/Qwen3-4B-instruct-2507,10,395,1.8553842848731202e-07,0.9999964237340748,0.9999966092725033,False,3.5762659251759032e-06
Qwen/Qwen3-4B-instruct-2507,10,396,5.043418907999665e-07,0.9999883176260755,0.9999888219679663,False,1.168237392445981e-05
Qwen/Qwen3-4B-instruct-2507,10,397,2.699568205307921e-07,0.9999963045256735,0.999996574482494,False,3.695474326548265e-06
Qwen/Qwen3-4B-instruct-2507,10,398,3.0589998666123755e-07,0.9999920130413283,0.999992318941315,False,7.98695867165744e-06
Qwen/Qwen3-4B-instruct-2507,10,399,2.102425832248476e-07,0.9999961853172863,0.9999963955598695,False,3.8146827137097716e-06
Qwen/Qwen3-4B-instruct-2507,11,350,6.1436440005977066e-06,0.9999073829640566,0.9999135266080572,False,9.261703594343196e-05
Qwen/Qwen3-4B-instruct-2507,11,351,1.66998532464032e-05,0.9998889092831814,0.9999056091364278,False,0.00011109071681858484
Qwen/Qwen3-4B-instruct-2507,11,352,0.9999616160839557,8.763913896283206e-08,0.9999617037230947,True,3.838391604427116e-05
Qwen/Qwen3-4B-instruct-2507,11,353,0.0001584199235093683,0.9997389998029483,0.9998974197264577,False,0.000261000197051664
Qwen/Qwen3-4B-instruct-2507,11,354,2.753232671208162e-05,0.9998506530748744,0.9998781854015865,False,0.0001493469251255819
Qwen/Qwen3-4B-instruct-2507,11,355,1.147791469111076e-05,0.9999139382999274,0.9999254162146185,False,8.606170007263714e-05
Qwen/Qwen3-4B-instruct-2507,11,356,1.6699773615487413e-05,0.999884976265166,0.9999016760387816,False,0.00011502373483396333
Qwen/Qwen3-4B-instruct-2507,11,357,8.480027979536278e-05,0.9997878524828802,0.9998726527626756,False,0.0002121475171198428
Qwen/Qwen3-4B-instruct-2507,11,358,4.5393349133914254e-05,0.9998553008697935,0.9999006942189274,False,0.00014469913020653813
Qwen/Qwen3-4B-instruct-2507,11,359,3.119982012297905e-05,0.9999021387495836,0.9999333385697066,False,9.786125041644222e-05
Qwen/Qwen3-4B-instruct-2507,11,360,2.9020270294256684e-06,0.9998988015563536,0.999901703583383,False,0.00010119844364642194
Qwen/Qwen3-4B-instruct-2507,11,361,6.961879791099327e-06,0.9999387301794401,0.9999456920592312,False,6.126982055987273e-05
Qwen/Qwen3-4B-instruct-2507,11,362,4.005861133300191e-05,0.9998326581596212,0.9998727167709542,False,0.00016734184037880961
Qwen/Qwen3-4B-instruct-2507,11,363,0.9999616160839557,7.734126867988022e-08,0.9999616934252245,True,3.838391604427116e-05
Qwen/Qwen3-4B-instruct-2507,11,364,6.143772900730753e-06,0.9999283603516352,0.999934504124536,False,7.1639648364763e-05
Qwen/Qwen3-4B-instruct-2507,11,365,2.9021654121571177e-06,0.99994635869545,0.9999492608608622,False,5.36413045499895e-05
Qwen/Qwen3-4B-instruct-2507,11,366,1.6700092141428838e-05,0.9999033306101257,0.9999200307022671,False,9.666938987429319e-05
Qwen/Qwen3-4B-instruct-2507,11,367,1.8923846000109585e-05,0.999911912093075,0.9999308359390751,False,8.808790692504953e-05
Qwen/Qwen3-4B-instruct-2507,11,368,1.473744227054363e-05,0.9998809241038948,0.9998956615461654,False,0.00011907589610515856
Qwen/Qwen3-4B-instruct-2507,11,369,6.143931100044872e-06,0.9999541065280364,0.9999602504591365,False,4.589347196359839e-05
Qwen/Qwen3-4B-instruct-2507,11,370,2.7531801579632566e-05,0.9998308706266454,0.9998584024282251,False,0.00016912937335455958
Qwen/Qwen3-4B-instruct-2507,11,371,1.8923701623173157e-05,0.9999047608461067,0.9999236845477298,False,9.523915389331172e-05
Qwen/Qwen3-4B-instruct-2507,11,372,2.429737841793803e-05,0.9998578035420218,0.9998821009204397,False,0.00014219645797819425
Qwen/Qwen3-4B-instruct-2507,11,373,9.609240555376707e-05,0.999799649338783,0.9998957417443367,False,0.00020035066121704137
Qwen/Qwen3-4B-instruct-2507,11,374,0.9999382534007133,2.102303529005333e-07,0.9999384636310662,True,6.1746599286705e-05
Qwen/Qwen3-4B-instruct-2507,11,375,3.288618746132514e-06,0.9999567288990747,0.9999600175178208,False,4.3271100925279526e-05
Qwen/Qwen3-4B-instruct-2507,11,376,2.14429746744066e-05,0.9998867639967257,0.9999082069714001,False,0.00011323600327428629
Qwen/Qwen3-4B-instruct-2507,11,377,1.3006441756155282e-05,0.9999345583805643,0.9999475648223205,False,6.544161943566884e-05
Qwen/Qwen3-4B-instruct-2507,11,378,1.8924152804756872e-05,0.9999283603516352,0.99994728450444,False,7.1639648364763e-05
Qwen/Qwen3-4B-instruct-2507,11,379,4.00608271606727e-05,0.9998887901016923,0.999928850928853,False,0.000111209898307707
Qwen/Qwen3-4B-instruct-2507,11,380,1.012881845196173e-05,0.999874369188163,0.9998844980066149,False,0.00012563081183702973
Qwen/Qwen3-4B-instruct-2507,11,381,3.5352510710594816e-05,0.9998587569502351,0.9998941094609457,False,0.00014124304976492752
Qwen/Qwen3-4B-instruct-2507,11,382,4.0058840550870384e-05,0.9998389741816224,0.9998790330221733,False,0.00016102581837762475
Qwen/Qwen3-4B-instruct-2507,11,383,7.483776850788778e-05,0.9998125189430205,0.9998873567115284,False,0.00018748105697952155
Qwen/Qwen3-4B-instruct-2507,11,384,7.888474678359127e-06,0.9998924847781113,0.9999003732527897,False,0.00010751522188867657
Qwen/Qwen3-4B-instruct-2507,11,385,0.9999613776818321,7.734126867988022e-08,0.9999614550231009,True,3.8622318167869096e-05
Qwen/Qwen3-4B-instruct-2507,11,386,0.00010887844593643768,0.9997214854780982,0.9998303639240347,False,0.0002785145219017515
Qwen/Qwen3-4B-instruct-2507,11,387,4.539412836908415e-05,0.9998721047897782,0.9999174989181473,False,0.00012789521022182893
Qwen/Qwen3-4B-instruct-2507,11,388,1.6699566576883392e-05,0.9998724623283217,0.9998891618948986,False,0.00012753767167827945
Qwen/Qwen3-4B-instruct-2507,11,389,1.3006615412046868e-05,0.9999471930724098,0.9999601996878218,False,5.280692759024319e-05
Qwen/Qwen3-4B-instruct-2507,11,390,1.4737329833211082e-05,0.9998735349447193,0.9998882722745526,False,0.00012646505528068896
Qwen/Qwen3-4B-instruct-2507,11,391,2.753337700702853e-05,0.9998879558243913,0.9999154892013983,False,0.00011204417560872759
Qwen/Qwen3-4B-instruct-2507,11,392,7.888670279712242e-06,0.9999172755946042,0.9999251642648839,False,8.27244053958065e-05
Qwen/Qwen3-4B-instruct-2507,11,393,0.00015840995247636347,0.999675498444509,0.9998339083969854,False,0.0003245015554910191
Qwen/Qwen3-4B-instruct-2507,11,394,3.119848120068866e-05,0.9998585185944591,0.9998897170756598,False,0.00014148140554093303
Qwen/Qwen3-4B-instruct-2507,11,395,1.6700187700395977e-05,0.999909289963248,0.9999259901509484,False,9.071003675198419e-05
Qwen/Qwen3-4B-instruct-2507,11,396,0.9999831917733143,4.139866652654203e-08,0.9999832331719808,True,1.680822668570503e-05
Qwen/Qwen3-4B-instruct-2507,11,397,2.7534164754532158e-05,0.9999165604564946,0.9999440946212491,False,8.343954350542582e-05
Qwen/Qwen3-4B-instruct-2507,11,398,5.143411680207533e-05,0.9997915464080549,0.999842980524857,False,0.00020845359194510138
Qwen/Qwen3-4B-instruct-2507,11,399,1.8923954283534773e-05,0.9999178715482698,0.9999367955025533,False,8.212845173016792e-05
Qwen/Qwen3-4B-instruct-2507,12,350,1.0676612447317964e-06,0.9999595896822684,0.9999606573435131,False,4.0410317731609524e-05
Qwen/Qwen3-4B-instruct-2507,12,351,8.315088941503316e-07,0.9999762779146959,0.9999771094235901,False,2.3722085304100915e-05
Qwen/Qwen3-4B-instruct-2507,12,352,0.0003350923626093456,0.998896506594315,0.9992315989569243,False,0.001103493405685052
Qwen/Qwen3-4B-instruct-2507,12,353,1.3709290153990825e-06,0.9999783043793048,0.9999796753083202,False,2.1695620695205697e-05
Qwen/Qwen3-4B-instruct-2507,12,354,0.00013976803138762982,0.9994739678661001,0.9996137358974877,False,0.0005260321338999008
Qwen/Qwen3-4B-instruct-2507,12,355,8.315065151877061e-07,0.9999735362389561,0.9999743677454713,False,2.646376104387116e-05
Qwen/Qwen3-4B-instruct-2507,12,356,3.7262729120449163e-06,0.9998976097084851,0.9999013359813971,False,0.00010239029151493106
Qwen/Qwen3-4B-instruct-2507,12,357,1.209830225652355e-06,0.9999692449491794,0.999970454779405,False,3.075505082061891e-05
Qwen/Qwen3-4B-instruct-2507,12,358,2.260202229091012e-06,0.999943378794853,0.999945638997082,False,5.662120514704494e-05
Qwen/Qwen3-4B-instruct-2507,12,359,1.0676887365156493e-06,0.9999856950894335,0.99998676277817,False,1.4304910566531603e-05
Qwen/Qwen3-4B-instruct-2507,12,360,0.999995112442896,1.5229892598318825e-08,0.9999951276727885,True,4.887557104038542e-06
Qwen/Qwen3-4B-instruct-2507,12,361,1.2098475325363445e-06,0.9999840262101118,0.9999852360576443,False,1.597378988815734e-05
Qwen/Qwen3-4B-instruct-2507,12,362,8.93915387399387e-06,0.9999300290398373,0.9999389681937113,False,6.997096016270188e-05
Qwen/Qwen3-4B-instruct-2507,12,363,4.784953110981015e-06,0.9999656689032875,0.9999704538563985,False,3.433109671246992e-05
Qwen/Qwen3-4B-instruct-2507,12,364,2.2602496505184277e-06,0.9999649536978265,0.999967213947477,False,3.5046302173546984e-05
Qwen/Qwen3-4B-instruct-2507,12,365,8.315136520960014e-07,0.9999819997211749,0.9999828312348269,False,1.8000278825147653e-05
Qwen/Qwen3-4B-instruct-2507,12,366,0.9986612860955385,0.001169312352831793,0.9998305984483703,False,0.9988306876471682
Qwen/Qwen3-4B-instruct-2507,12,367,1.2098544553592622e-06,0.9999897481064004,0.9999909579608558,False,1.0251893599599882e-05
Qwen/Qwen3-4B-instruct-2507,12,368,0.9764301397921002,0.022963435018323427,0.9993935748104237,False,0.9770365649816766
Qwen/Qwen3-4B-instruct-2507,12,369,1.5534660930638978e-06,0.9999784235841962,0.9999799770502893,False,2.1576415803803428e-05
Qwen/Qwen3-4B-instruct-2507,12,370,2.56106161593102e-06,0.9999115545331495,0.9999141155947654,False,8.844546685049526e-05
Qwen/Qwen3-4B-instruct-2507,12,371,1.2098383021674072e-06,0.9999762779146959,0.9999774877529981,False,2.3722085304100915e-05
Qwen/Qwen3-4B-instruct-2507,12,372,0.9999523185560253,1.4449113457245496e-07,0.9999524630471599,True,4.768144397471197e-05
Qwen/Qwen3-4B-instruct-2507,12,373,1.0676897547434608e-06,0.9999862911193472,0.999987358809102,False,1.3708880652774091e-05
Qwen/Qwen3-4B-instruct-2507,12,374,1.7602254429171892e-06,0.9999313401638235,0.9999331003892664,False,6.865983617654337e-05
Qwen/Qwen3-4B-instruct-2507,12,375,5.043341952121523e-07,0.9999732978321718,0.999973802166367,False,2.6702167828185353e-05
Qwen/Qwen3-4B-instruct-2507,12,376,0.00033512943466154025,0.9990066630685706,0.9993417925032321,False,0.000993336931429445
Qwen/Qwen3-4B-instruct-2507,12,377,6.475785427358901e-07,0.9999740130508765,0.9999746606294193,False,2.5986949123479874e-05
Qwen/Qwen3-4B-instruct-2507,12,378,0.9763268370248853,0.022961004287142213,0.9992878413120275,False,0.9770389957128578
Qwen/Qwen3-4B-instruct-2507,12,379,9.422320028995207e-07,0.9999860527077029,0.9999869949397058,False,1.3947292297089575e-05
Qwen/Qwen3-4B-instruct-2507,12,380,1.9944217433648337e-06,0.9998433835264354,0.9998453779481787,False,0.00015661647356457475
Qwen/Qwen3-4B-instruct-2507,12,381,1.0676602265311742e-06,0.9999588744847933,0.9999599421450198,False,4.112551520674135e-05
Qwen/Qwen3-4B-instruct-2507,12,382,1.5534260930595963e-06,0.9999519609634618,0.9999535143895549,False,4.8039036538161106e-05
Qwen/Qwen3-4B-instruct-2507,12,383,1.0676816089481587e-06,0.9999789004002659,0.9999799680818748,False,2.109959973406461e-05
Qwen/Qwen3-4B-instruct-2507,12,384,0.9999903441405488,2.8453076738855012e-08,0.9999903725936256,True,9.655859451229709e-06
Qwen/Qwen3-4B-instruct-2507,12,385,6.475779251571605e-07,0.9999732978321718,0.999973945410097,False,2.6702167828185353e-05
Qwen/Qwen3-4B-instruct-2507,12,386,1.5534083156105113e-06,0.9999406372966204,0.9999421907049361,False,5.936270337958405e-05
Qwen/Qwen3-4B-instruct-2507,12,387,7.337970254920738e-07,0.9999669801176596,0.9999677139146851,False,3.301988234039044e-05
Qwen/Qwen3-4B-instruct-2507,12,388,1.5533816498183434e-06,0.9999237118751575,0.9999252652568074,False,7.628812484250513e-05
Qwen/Qwen3-4B-instruct-2507,12,389,9.422338000661571e-07,0.9999871255623688,0.9999880677961689,False,1.2874437631205105e-05
Qwen/Qwen3-4B-instruct-2507,12,390,4.784432924553433e-06,0.9998570884900959,0.9998618729230204,False,0.00014291150990408674
Qwen/Qwen3-4B-instruct-2507,12,391,1.3709290153990825e-06,0.9999781851762466,0.999979556105262,False,2.1814823753407708e-05
Qwen/Qwen3-4B-instruct-2507,12,392,1.7601129748300363e-06,0.999867576022943,0.9998693361359178,False,0.000132423977057039
Qwen/Qwen3-4B-instruct-2507,12,393,9.422113357295746e-07,0.9999632848858607,0.9999642270971965,False,3.6715114139274085e-05
Qwen/Qwen3-4B-instruct-2507,12,394,8.31500964301382e-07,0.9999667417142571,0.9999675732152215,False,3.325828574285428e-05
Qwen/Qwen3-4B-instruct-2507,12,395,6.475816306383725e-07,0.9999785427891018,0.9999791903707325,False,2.1457210898190304e-05
Qwen/Qwen3-4B-instruct-2507,12,396,0.99997663552505,4.1398429642149765e-08,0.9999766769234797,True,2.336447494999394e-05
Qwen/Qwen3-4B-instruct-2507,12,397,8.315176170715234e-07,0.9999862911193472,0.9999871226369643,False,1.3708880652774091e-05
Qwen/Qwen3-4B-instruct-2507,12,398,1.0676530991540077e-06,0.9999524377560001,0.9999535054090992,False,4.756224399993236e-05
Qwen/Qwen3-4B-instruct-2507,12,399,5.043370810438218e-07,0.9999785427891018,0.9999790471261829,False,2.1457210898190304e-05
Qwen/Qwen3-4B-instruct-2507,13,350,4.222573407688479e-06,0.9999338432228186,0.9999380657962263,False,6.61567771813587e-05
Qwen/Qwen3-4B-instruct-2507,13,351,0.9999763971175267,6.023435970800357e-08,0.9999764573518864,True,2.360288247327258e-05
Qwen/Qwen3-4B-instruct-2507,13,352,2.4297725997210403e-05,0.9998717472513625,0.9998960449773597,False,0.0001282527486374807
Qwen/Qwen3-4B-instruct-2507,13,353,0.0002034078367386595,0.9997026612452213,0.99990606908196,False,0.00029733875477866434
Qwen/Qwen3-4B-instruct-2507,13,354,0.0003353027049879637,0.9995233901068512,0.9998586928118391,False,0.00047660989314879387
Qwen/Qwen3-4B-instruct-2507,13,355,4.5393608877484616e-05,0.9998603062350644,0.9999056998439418,False,0.00013969376493561114
Qwen/Qwen3-4B-instruct-2507,13,356,5.828465764747735e-05,0.9998283680800286,0.9998866527376761,False,0.00017163191997138227
Qwen/Qwen3-4B-instruct-2507,13,357,0.0015010015752724784,0.9983784072231411,0.9998794087984135,False,0.0016215927768589156
Qwen/Qwen3-4B-instruct-2507,13,358,0.00015841569329750474,0.9997120732882576,0.9998704889815552,False,0.00028792671174238116
Qwen/Qwen3-4B-instruct-2507,13,359,6.604762613414933e-05,0.9998653116399425,0.9999313592660767,False,0.00013468836005747775
Qwen/Qwen3-4B-instruct-2507,13,360,1.9945777158243825e-06,0.9999221623902257,0.9999241569679415,False,7.783760977431164e-05
Qwen/Qwen3-4B-instruct-2507,13,361,6.143702591232013e-06,0.999917156409734,0.9999233001123252,False,8.284359026600185e-05
Qwen/Qwen3-4B-instruct-2507,13,362,7.48337718465786e-05,0.9997586594489113,0.9998334932207579,False,0.000241340551088709
Qwen/Qwen3-4B-instruct-2507,13,363,0.001169262730014195,0.9986189629630272,0.9997882256930414,False,0.0013810370369727876
Qwen/Qwen3-4B-instruct-2507,13,364,0.999985218266486,3.653426466431922e-08,0.9999852548007506,True,1.4781733513991036e-05
Qwen/Qwen3-4B-instruct-2507,13,365,2.4297957719487643e-05,0.9998819967293698,0.9999062946870894,False,0.00011800327063016258
Qwen/Qwen3-4B-instruct-2507,13,366,0.00033531645536175205,0.9995641224941466,0.9998994389495084,False,0.00043587750585338814
Qwen/Qwen3-4B-instruct-2507,13,367,2.42985138619694e-05,0.9999045224793639,0.9999288209932259,False,9.547752063610027e-05
Qwen/Qwen3-4B-instruct-2507,13,368,3.5351195858568886e-05,0.9998214563739627,0.9998568075698213,False,0.00017854362603730856
Qwen/Qwen3-4B-instruct-2507,13,369,4.539443140859604e-05,0.9998788980294174,0.999924292460826,False,0.0001211019705825711
Qwen/Qwen3-4B-instruct-2507,13,370,0.0002611277833648614,0.9994996906525438,0.9997608184359087,False,0.0005003093474561515
Qwen/Qwen3-4B-instruct-2507,13,371,0.002471833194982304,0.9972086601167491,0.9996804933117315,False,0.002791339883250865
Qwen/Qwen3-4B-instruct-2507,13,372,0.00026114372182631864,0.999560787549058,0.9998219312708843,False,0.0004392124509420281
Qwen/Qwen3-4B-instruct-2507,13,373,0.00015842128324431394,0.9997472210068633,0.9999056422901076,False,0.00025277899313669305
Qwen/Qwen3-4B-instruct-2507,13,374,0.00015841539114383688,0.999710524451331,0.9998689398424748,False,0.0002894755486689826
Qwen/Qwen3-4B-instruct-2507,13,375,1.300633012144931e-05,0.9999258573209157,0.9999388636510371,False,7.414267908434358e-05
Qwen/Qwen3-4B-instruct-2507,13,376,0.0007095292389134451,0.9990917356632187,0.9998012649021322,False,0.0009082643367812615
Qwen/Qwen3-4B-instruct-2507,13,377,0.9999746090656421,5.714860581446691e-07,0.9999751805517002,True,2.5390934357938377e-05
Qwen/Qwen3-4B-instruct-2507,13,378,0.00012338662079068677,0.9998123997851859,0.9999357864059766,False,0.00018760021481412092
Qwen/Qwen3-4B-instruct-2507,13,379,0.0001584264201261011,0.9997797497496013,0.9999381761697274,False,0.0002202502503987347
Qwen/Qwen3-4B-instruct-2507,13,380,1.0128055372780346e-05,0.9997985768743912,0.999808704929764,False,0.0002014231256087795
Qwen/Qwen3-4B-instruct-2507,13,381,0.0009108072914226041,0.9988216949665017,0.9997325022579243,False,0.0011783050334982503
Qwen/Qwen3-4B-instruct-2507,13,382,9.608104275909934e-05,0.9996816933277003,0.9997777743704593,False,0.00031830667229970633
Qwen/Qwen3-4B-instruct-2507,13,383,9.609396346100183e-05,0.9998163322194643,0.9999124261829253,False,0.0001836677805356901
Qwen/Qwen3-4B-instruct-2507,13,384,1.8923304592277587e-05,0.9998836652674489,0.9999025885720412,False,0.00011633473255112659
Qwen/Qwen3-4B-instruct-2507,13,385,4.5391963859973416e-05,0.9998240780479425,0.9998694700118025,False,0.0001759219520575117
Qwen/Qwen3-4B-instruct-2507,13,386,0.00033529119348076606,0.9994887344719359,0.9998240256654166,False,0.000511265528064131
Qwen/Qwen3-4B-instruct-2507,13,387,0.0004304977804355053,0.9994315757947204,0.9998620735751559,False,0.0005684242052795829
Qwen/Qwen3-4B-instruct-2507,13,388,3.5353218728095774e-05,0.9998790172097274,0.9999143704284554,False,0.00012098279027261682
Qwen/Qwen3-4B-instruct-2507,13,389,1.892442351887051e-05,0.999942425229556,0.9999613496530749,False,5.7574770443991063e-05
Qwen/Qwen3-4B-instruct-2507,13,390,0.9999905825550351,2.8453076738855012e-08,0.9999906110081119,True,9.417444964854305e-06
Qwen/Qwen3-4B-instruct-2507,13,391,0.0019265394900244205,0.997972197916433,0.9998987374064574,False,0.0020278020835670096
Qwen/Qwen3-4B-instruct-2507,13,392,1.4738145023307575e-05,0.9999283603516352,0.9999430984966585,False,7.1639648364763e-05
Qwen/Qwen3-4B-instruct-2507,13,393,0.9523621805341499,0.047415326115661204,0.9997775066498111,False,0.9525846738843388
Qwen/Qwen3-4B-instruct-2507,13,394,0.0009109406333577401,0.998967879505606,0.9998788201389637,False,0.001032120494394051
Qwen/Qwen3-4B-instruct-2507,13,395,0.0002611770961308569,0.9996877691935837,0.9999489462897145,False,0.00031223080641629153
Qwen/Qwen3-4B-instruct-2507,13,396,2.429902367042662e-05,0.999925142169393,0.9999494411930634,False,7.485783060701134e-05
Qwen/Qwen3-4B-instruct-2507,13,397,0.0005527579672991125,0.9994099047790921,0.9999626627463912,False,0.0005900952209079158
Qwen/Qwen3-4B-instruct-2507,13,398,0.0019265422459632383,0.9979733852691213,0.9998999275150845,False,0.0020266147308787286
Qwen/Qwen3-4B-instruct-2507,13,399,0.00012339050398328173,0.9998439793924122,0.9999673698963955,False,0.00015602060758779235
Qwen/Qwen3-4B-instruct-2507,14,350,0.9979039349476998,0.001926408128180074,0.9998303430758799,True,0.0020960650523002
Qwen/Qwen3-4B-instruct-2507,14,351,7.338075226178049e-07,0.9999812844913009,0.9999820182988235,False,1.8715508699140848e-05
Qwen/Qwen3-4B-instruct-2507,14,352,1.9945891289222735e-06,0.99992728761822,0.999929282207349,False,7.27123817799713e-05
Qwen/Qwen3-4B-instruct-2507,14,353,9.42230205736312e-07,0.9999834301824576,0.9999843724126634,False,1.6569817542388954e-05
Qwen/Qwen3-4B-instruct-2507,14,354,2.561161757054919e-06,0.9999505305908489,0.9999530917526059,False,4.9469409151070565e-05
Qwen/Qwen3-4B-instruct-2507,14,355,5.714838781025238e-07,0.9999700793634253,0.9999706508473034,False,2.9920636574698456e-05
Qwen/Qwen3-4B-instruct-2507,14,356,1.9946442931493933e-06,0.9999555369130402,0.9999575315573334,False,4.446308695982282e-05
Qwen/Qwen3-4B-instruct-2507,14,357,1.0676805907281155e-06,0.9999780659713836,0.9999791336519743,False,2.1934028616388268e-05
Qwen/Qwen3-4B-instruct-2507,14,358,1.994659511135707e-06,0.9999631656845929,0.999965160344104,False,3.683431540713045e-05
